time_s,velocity_um_per_s,velocity_smooth_um_per_s
13.4,2.8078636929192,1.77860276503998
13.5666666666667,2.27144293435523,1.70258473063943
13.7333333333333,1.79541644873596,1.88903631284428
13.9,1.61243964294736,2.0530004426364
14.0666666666667,0.646384429944084,1.78605040889404
14.2333333333333,0.129649593035555,1.54386612365623
14.4,1.42253604999539,1.31297818316893
14.5666666666667,2.92311848091997,1.42159077426305
14.7333333333333,1.86077194313072,1.43248335666218
14.9,0.835271063549178,1.30295526009582
15.0666666666667,0.319973013372615,1.24855335733391
15.2333333333333,1.15022684778781,1.41864956645928
15.4,0.647050045142183,1.28940189898375
15.5666666666667,0.128777117028212,0.82367833833512
15.7333333333333,0.339216466209624,0.570085758848271
15.9,2.00161068004799,0.764475694931406
16.0666666666667,0.322652674166439,0.76492230506371
16.2333333333333,0.476957326034659,0.652710718104851
16.4,1.76504982411693,0.839044014600642
16.5666666666667,0.454707239909397,0.893365701747506
16.7333333333333,1.60846254528371,1.10490671492652
16.9,2.21965376713583,1.14124722944116
17.0666666666667,3.12659959060961,1.60857171551502
17.2333333333333,0.17065387302098,1.55752114001274
17.4,1.17011174350625,1.4583647932443
17.5666666666667,2.32593895664249,1.77023674603314
17.7333333333333,0.803063640922407,1.63600359530626
17.9,1.18714689162652,1.46391911605471
18.0666666666667,0.593535928240397,1.04174183899317
18.2333333333333,2.05266139847159,1.35540975990161
18.4,1.74787211612287,1.45170315533771
18.5666666666667,0.644880962577721,1.17152682299358
18.7333333333333,2.27959655384055,1.41761564181327
18.9,3.34357779930326,1.77702079309273
19.0666666666667,0.586129726184291,1.77578642608338
19.2333333333333,1.58747771937694,1.69825581290094
19.4,0.515455571930482,1.49285305553554
19.5666666666667,1.83724008923396,1.69157957664491
19.7333333333333,1.37758812008189,1.54124483768514
19.9,0.657081757289176,1.09349549734946
20.0666666666667,0.841282850803692,1.13602101811936
20.2333333333333,0.47397820872897,0.950437766344695
20.4,1.18427363351207,1.06190744327496
20.5666666666667,0.492902871369554,0.837851240297559
20.7333333333333,1.38758198437292,0.839516884346064
20.9,0.762949083100767,0.857161438647996
21.0666666666667,1.06989564952561,0.895263571768316
21.2333333333333,0.87300642506338,0.961768274490718
21.4,1.36655380891019,0.992148303723737
21.5666666666667,2.21703566863539,1.27950376993471
21.7333333333333,1.56147185056591,1.30848541430021
21.9,0.478996874382123,1.26116004618043
22.0666666666667,0.612171127494903,1.18487262584198
22.2333333333333,0.295769779038906,1.08866651817124
22.4,1.82616340587538,1.16526811766544
22.5666666666667,2.42980550270297,1.2007297566767
22.7333333333333,1.6679140297716,1.21847011987765
22.9,1.02085754462398,1.30878023158462
23.0666666666667,1.16398110415961,1.40074856102874
23.2333333333333,2.45509522496264,1.76063613534936
23.4,1.19353456151539,1.6551979946227
23.5666666666667,0.897087145354014,1.39974493506454
23.7333333333333,0.263689548530156,1.1657075215243
23.9,1.24247588719663,1.20264391195307
24.0666666666667,1.69587198358405,1.29129239185715
24.2333333333333,1.38255317355326,1.11253538328892
24.4,1.12896213114344,1.10177331156026
24.5666666666667,0.243477358852825,0.992838347143392
24.7333333333333,0.191145234463262,0.980747628132243
24.9,1.89277761275595,1.0891312490588
25.0666666666667,0.17062074269779,0.834922708911087
25.2333333333333,0.219256408158118,0.641039914678563
25.4,0.621522136532234,0.556466582243362
25.5666666666667,0.559158252080565,0.609080064447986
25.7333333333333,2.71914463257898,1.03041329746727
25.9,0.448559780044071,0.789710325348627
26.0666666666667,0.384936657847385,0.825429644540226
26.2333333333333,0.602611339535758,0.889322133103166
26.4,0.528026539306637,0.873739533565567
26.5666666666667,0.286154332769364,0.828238880347033
26.7333333333333,2.06519179293862,0.719246740406973
